path,label,generator,split,source_generator
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/447_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/153_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/128_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/88_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/181_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/976_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/63_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/104_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/111_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/214_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/270_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/823_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/293_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/520_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/438_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/864_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/808_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/617_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/879_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/826_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/894_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/298_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/660_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/585_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/209_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/627_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/157_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/289_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/44_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/268_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/569_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/939_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/838_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/486_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/115_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/945_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/893_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/694_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/898_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/217_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/64_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/462_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/818_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/381_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/375_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/465_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/428_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/73_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/410_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/393_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/67_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/699_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/903_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/950_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/202_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/549_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/722_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/533_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/385_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/954_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/462_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/357_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/831_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/387_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/960_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/708_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/362_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/669_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/981_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/746_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/707_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/925_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/912_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/763_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/411_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/836_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/667_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/795_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/672_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/922_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/599_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/534_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/228_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/733_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/223_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/260_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/570_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/413_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/58_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/492_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/525_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/126_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/496_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/30_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/912_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/305_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/518_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/927_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/109_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/531_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/671_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/854_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/320_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/175_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/424_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/92_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/681_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/404_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/311_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/812_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/893_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/122_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/700_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/798_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/769_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/296_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/60_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/433_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/628_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/192_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/864_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/362_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/998_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/699_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/381_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/2_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/399_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/245_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/319_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/517_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/566_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/678_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/948_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/368_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/542_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/555_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/997_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/539_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/837_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/566_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/477_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/659_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/914_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/753_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/994_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/934_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/909_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/421_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/512_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/956_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/724_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/502_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/725_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/477_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/283_adm_153.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/334_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/610_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/899_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/678_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/293_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/256_adm_7.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/341_adm_85.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/53_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/237_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/645_adm_34.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/912_adm_91.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/179_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/50_adm_174.PNG,1,GenImage,pool,ADM
/home/yabin/projects/IAPL-GenImage/data/GenImage/test/ADM/1_fake/426_adm_7.PNG,1,GenImage,pool,ADM
