path,label,generator,split,source_path
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r00c4a543t.png,0,DALL-E 2,pool,real_RAISE_1k/r00c4a543t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r00d161b7t.png,0,DALL-E 2,pool,real_RAISE_1k/r00d161b7t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r00de2590t.png,0,DALL-E 2,pool,real_RAISE_1k/r00de2590t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01058910t.png,0,DALL-E 2,pool,real_RAISE_1k/r01058910t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0108c383t.png,0,DALL-E 2,pool,real_RAISE_1k/r0108c383t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r010cb248t.png,0,DALL-E 2,pool,real_RAISE_1k/r010cb248t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01170470t.png,0,DALL-E 2,pool,real_RAISE_1k/r01170470t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01291f20t.png,0,DALL-E 2,pool,real_RAISE_1k/r01291f20t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01292fd8t.png,0,DALL-E 2,pool,real_RAISE_1k/r01292fd8t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r012b0f30t.png,0,DALL-E 2,pool,real_RAISE_1k/r012b0f30t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r012d1dbet.png,0,DALL-E 2,pool,real_RAISE_1k/r012d1dbet.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0141f0c9t.png,0,DALL-E 2,pool,real_RAISE_1k/r0141f0c9t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01474187t.png,0,DALL-E 2,pool,real_RAISE_1k/r01474187t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0149a21ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0149a21ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0150031ft.png,0,DALL-E 2,pool,real_RAISE_1k/r0150031ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01511e3et.png,0,DALL-E 2,pool,real_RAISE_1k/r01511e3et.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01559391t.png,0,DALL-E 2,pool,real_RAISE_1k/r01559391t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r015b453ft.png,0,DALL-E 2,pool,real_RAISE_1k/r015b453ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0176fbcat.png,0,DALL-E 2,pool,real_RAISE_1k/r0176fbcat.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r017904f0t.png,0,DALL-E 2,pool,real_RAISE_1k/r017904f0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r018ba134t.png,0,DALL-E 2,pool,real_RAISE_1k/r018ba134t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r018e74fet.png,0,DALL-E 2,pool,real_RAISE_1k/r018e74fet.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0191aaf4t.png,0,DALL-E 2,pool,real_RAISE_1k/r0191aaf4t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r019eb1cbt.png,0,DALL-E 2,pool,real_RAISE_1k/r019eb1cbt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01a31693t.png,0,DALL-E 2,pool,real_RAISE_1k/r01a31693t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01a5f38at.png,0,DALL-E 2,pool,real_RAISE_1k/r01a5f38at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01b3f004t.png,0,DALL-E 2,pool,real_RAISE_1k/r01b3f004t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01b6aed6t.png,0,DALL-E 2,pool,real_RAISE_1k/r01b6aed6t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01c95f68t.png,0,DALL-E 2,pool,real_RAISE_1k/r01c95f68t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01cbb7fdt.png,0,DALL-E 2,pool,real_RAISE_1k/r01cbb7fdt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01cf60c7t.png,0,DALL-E 2,pool,real_RAISE_1k/r01cf60c7t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01d0b83bt.png,0,DALL-E 2,pool,real_RAISE_1k/r01d0b83bt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01d9da09t.png,0,DALL-E 2,pool,real_RAISE_1k/r01d9da09t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r01ef1b4at.png,0,DALL-E 2,pool,real_RAISE_1k/r01ef1b4at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0200a7a6t.png,0,DALL-E 2,pool,real_RAISE_1k/r0200a7a6t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02059ab4t.png,0,DALL-E 2,pool,real_RAISE_1k/r02059ab4t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0207a52ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0207a52ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r021429abt.png,0,DALL-E 2,pool,real_RAISE_1k/r021429abt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02189767t.png,0,DALL-E 2,pool,real_RAISE_1k/r02189767t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02210c2at.png,0,DALL-E 2,pool,real_RAISE_1k/r02210c2at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0225b88bt.png,0,DALL-E 2,pool,real_RAISE_1k/r0225b88bt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r022af74ct.png,0,DALL-E 2,pool,real_RAISE_1k/r022af74ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02354285t.png,0,DALL-E 2,pool,real_RAISE_1k/r02354285t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0249f733t.png,0,DALL-E 2,pool,real_RAISE_1k/r0249f733t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02508493t.png,0,DALL-E 2,pool,real_RAISE_1k/r02508493t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0250eb80t.png,0,DALL-E 2,pool,real_RAISE_1k/r0250eb80t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02513d19t.png,0,DALL-E 2,pool,real_RAISE_1k/r02513d19t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r026b5360t.png,0,DALL-E 2,pool,real_RAISE_1k/r026b5360t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r026cedb7t.png,0,DALL-E 2,pool,real_RAISE_1k/r026cedb7t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0279b17bt.png,0,DALL-E 2,pool,real_RAISE_1k/r0279b17bt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r027a692ft.png,0,DALL-E 2,pool,real_RAISE_1k/r027a692ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0281b52at.png,0,DALL-E 2,pool,real_RAISE_1k/r0281b52at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0282ca06t.png,0,DALL-E 2,pool,real_RAISE_1k/r0282ca06t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0284aa1at.png,0,DALL-E 2,pool,real_RAISE_1k/r0284aa1at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0287344at.png,0,DALL-E 2,pool,real_RAISE_1k/r0287344at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r028896d3t.png,0,DALL-E 2,pool,real_RAISE_1k/r028896d3t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0288b58ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0288b58ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02897203t.png,0,DALL-E 2,pool,real_RAISE_1k/r02897203t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r029afdb0t.png,0,DALL-E 2,pool,real_RAISE_1k/r029afdb0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02a0839et.png,0,DALL-E 2,pool,real_RAISE_1k/r02a0839et.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02a21f6ct.png,0,DALL-E 2,pool,real_RAISE_1k/r02a21f6ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02b3a1ddt.png,0,DALL-E 2,pool,real_RAISE_1k/r02b3a1ddt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02b7536at.png,0,DALL-E 2,pool,real_RAISE_1k/r02b7536at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02d732f8t.png,0,DALL-E 2,pool,real_RAISE_1k/r02d732f8t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02e1abe2t.png,0,DALL-E 2,pool,real_RAISE_1k/r02e1abe2t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02f1ba48t.png,0,DALL-E 2,pool,real_RAISE_1k/r02f1ba48t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02f5c155t.png,0,DALL-E 2,pool,real_RAISE_1k/r02f5c155t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r02f9f53et.png,0,DALL-E 2,pool,real_RAISE_1k/r02f9f53et.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0314c3f9t.png,0,DALL-E 2,pool,real_RAISE_1k/r0314c3f9t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r031917act.png,0,DALL-E 2,pool,real_RAISE_1k/r031917act.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03193652t.png,0,DALL-E 2,pool,real_RAISE_1k/r03193652t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03389e9bt.png,0,DALL-E 2,pool,real_RAISE_1k/r03389e9bt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r033bb79dt.png,0,DALL-E 2,pool,real_RAISE_1k/r033bb79dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r033daaa0t.png,0,DALL-E 2,pool,real_RAISE_1k/r033daaa0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0341853dt.png,0,DALL-E 2,pool,real_RAISE_1k/r0341853dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0342f22ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0342f22ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0355b2d5t.png,0,DALL-E 2,pool,real_RAISE_1k/r0355b2d5t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0356ea60t.png,0,DALL-E 2,pool,real_RAISE_1k/r0356ea60t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r035ef2c2t.png,0,DALL-E 2,pool,real_RAISE_1k/r035ef2c2t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03640e97t.png,0,DALL-E 2,pool,real_RAISE_1k/r03640e97t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r036e2a9at.png,0,DALL-E 2,pool,real_RAISE_1k/r036e2a9at.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0372042dt.png,0,DALL-E 2,pool,real_RAISE_1k/r0372042dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r037a250ft.png,0,DALL-E 2,pool,real_RAISE_1k/r037a250ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0383e9c3t.png,0,DALL-E 2,pool,real_RAISE_1k/r0383e9c3t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r038422cft.png,0,DALL-E 2,pool,real_RAISE_1k/r038422cft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r038922cbt.png,0,DALL-E 2,pool,real_RAISE_1k/r038922cbt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03995a8ct.png,0,DALL-E 2,pool,real_RAISE_1k/r03995a8ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r039a5ef5t.png,0,DALL-E 2,pool,real_RAISE_1k/r039a5ef5t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r039a851bt.png,0,DALL-E 2,pool,real_RAISE_1k/r039a851bt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03aa5df1t.png,0,DALL-E 2,pool,real_RAISE_1k/r03aa5df1t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03b0c944t.png,0,DALL-E 2,pool,real_RAISE_1k/r03b0c944t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03bf5648t.png,0,DALL-E 2,pool,real_RAISE_1k/r03bf5648t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03c8ddcft.png,0,DALL-E 2,pool,real_RAISE_1k/r03c8ddcft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03cef811t.png,0,DALL-E 2,pool,real_RAISE_1k/r03cef811t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03d2a758t.png,0,DALL-E 2,pool,real_RAISE_1k/r03d2a758t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03ed2669t.png,0,DALL-E 2,pool,real_RAISE_1k/r03ed2669t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03f41fdct.png,0,DALL-E 2,pool,real_RAISE_1k/r03f41fdct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r03f70ccdt.png,0,DALL-E 2,pool,real_RAISE_1k/r03f70ccdt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0408fe9ft.png,0,DALL-E 2,pool,real_RAISE_1k/r0408fe9ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r040b3002t.png,0,DALL-E 2,pool,real_RAISE_1k/r040b3002t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r040bf4a5t.png,0,DALL-E 2,pool,real_RAISE_1k/r040bf4a5t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04108c64t.png,0,DALL-E 2,pool,real_RAISE_1k/r04108c64t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04160d64t.png,0,DALL-E 2,pool,real_RAISE_1k/r04160d64t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04172edct.png,0,DALL-E 2,pool,real_RAISE_1k/r04172edct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0417f5e3t.png,0,DALL-E 2,pool,real_RAISE_1k/r0417f5e3t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r041c02cat.png,0,DALL-E 2,pool,real_RAISE_1k/r041c02cat.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0428df0ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0428df0ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r042d5308t.png,0,DALL-E 2,pool,real_RAISE_1k/r042d5308t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r042d7b17t.png,0,DALL-E 2,pool,real_RAISE_1k/r042d7b17t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04317453t.png,0,DALL-E 2,pool,real_RAISE_1k/r04317453t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0438eb97t.png,0,DALL-E 2,pool,real_RAISE_1k/r0438eb97t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r043951a3t.png,0,DALL-E 2,pool,real_RAISE_1k/r043951a3t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04395e54t.png,0,DALL-E 2,pool,real_RAISE_1k/r04395e54t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0450c4c0t.png,0,DALL-E 2,pool,real_RAISE_1k/r0450c4c0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r045be2act.png,0,DALL-E 2,pool,real_RAISE_1k/r045be2act.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0465565ct.png,0,DALL-E 2,pool,real_RAISE_1k/r0465565ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r046852c1t.png,0,DALL-E 2,pool,real_RAISE_1k/r046852c1t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r047aa954t.png,0,DALL-E 2,pool,real_RAISE_1k/r047aa954t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04851bf9t.png,0,DALL-E 2,pool,real_RAISE_1k/r04851bf9t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0487f5cet.png,0,DALL-E 2,pool,real_RAISE_1k/r0487f5cet.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r048c50d0t.png,0,DALL-E 2,pool,real_RAISE_1k/r048c50d0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04989a70t.png,0,DALL-E 2,pool,real_RAISE_1k/r04989a70t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r049f471dt.png,0,DALL-E 2,pool,real_RAISE_1k/r049f471dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04a210b3t.png,0,DALL-E 2,pool,real_RAISE_1k/r04a210b3t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04aceb4et.png,0,DALL-E 2,pool,real_RAISE_1k/r04aceb4et.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04b4d5aft.png,0,DALL-E 2,pool,real_RAISE_1k/r04b4d5aft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04b8473dt.png,0,DALL-E 2,pool,real_RAISE_1k/r04b8473dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04c11390t.png,0,DALL-E 2,pool,real_RAISE_1k/r04c11390t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04c566a0t.png,0,DALL-E 2,pool,real_RAISE_1k/r04c566a0t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04cfa379t.png,0,DALL-E 2,pool,real_RAISE_1k/r04cfa379t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04e19833t.png,0,DALL-E 2,pool,real_RAISE_1k/r04e19833t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04e7644dt.png,0,DALL-E 2,pool,real_RAISE_1k/r04e7644dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04e818bat.png,0,DALL-E 2,pool,real_RAISE_1k/r04e818bat.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04eb0d0ft.png,0,DALL-E 2,pool,real_RAISE_1k/r04eb0d0ft.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r04eda41ct.png,0,DALL-E 2,pool,real_RAISE_1k/r04eda41ct.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r050e1024t.png,0,DALL-E 2,pool,real_RAISE_1k/r050e1024t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0515a051t.png,0,DALL-E 2,pool,real_RAISE_1k/r0515a051t.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r0518cf5dt.png,0,DALL-E 2,pool,real_RAISE_1k/r0518cf5dt.png
/home/yabin/projects/fsaid/data/work/synthbuster_clipdet_official/evaluation/dalle2/0_real/r05243256t.png,0,DALL-E 2,pool,real_RAISE_1k/r05243256t.png
