path,label,generator,split,source_key
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00043_b4829c115a247679.jpg,0,SD1.5,pool,003829888.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00044_39f44e2bc3c3b0e3.jpg,0,SD1.5,pool,000905228.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00045_39e334389dcf0174.jpg,0,SD1.5,pool,002001321.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00046_5747a2bde3307faa.jpg,0,SD1.5,pool,004865304.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00047_0bdfa5522338ecb4.jpg,0,SD1.5,pool,001284031.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00048_a246cbf711cd62e1.jpg,0,SD1.5,pool,002822477.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00049_47bb6caa6cead317.jpg,0,SD1.5,pool,004133054.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00050_87544e7a00f779e4.jpg,0,SD1.5,pool,000686983.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00051_98ca47bf6509e560.jpg,0,SD1.5,pool,004760976.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00052_66aeecbac81863b1.jpg,0,SD1.5,pool,001810652.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00053_4adc77a43021dde9.jpg,0,SD1.5,pool,002166175.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00054_6b08012d568e5000.jpg,0,SD1.5,pool,003002448.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00055_9e5257f70e2eab85.jpg,0,SD1.5,pool,003268644.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00056_48bbeca9ef8fc6e5.jpg,0,SD1.5,pool,001898158.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00057_8e41e2116a68ea6e.jpg,0,SD1.5,pool,005156561.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00058_e8924cbf2b0dad60.jpg,0,SD1.5,pool,004234253.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00059_6bd9a8a697ca8b0c.jpg,0,SD1.5,pool,004814798.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00060_e854bca8eea5c23d.jpg,0,SD1.5,pool,000159549.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00061_2537401582b7f08b.jpg,0,SD1.5,pool,003121721.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00062_406390b5f797fac7.jpg,0,SD1.5,pool,003929950.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00063_739b84d2079498b6.jpg,0,SD1.5,pool,003632871.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00064_b9a72ac619a02657.jpg,0,SD1.5,pool,000414685.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00065_04f6eb239cdcf816.jpg,0,SD1.5,pool,004055920.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00066_f7078f79584a9e5e.jpg,0,SD1.5,pool,001042941.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00067_e38a1bb1a4097407.jpg,0,SD1.5,pool,001364818.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00068_080c9ad1eb9a644d.jpg,0,SD1.5,pool,004119329.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00069_874944b5d110a9de.jpg,0,SD1.5,pool,000317392.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00070_dc77cb4d94412896.jpg,0,SD1.5,pool,001898866.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00071_fd59d031a2063f76.jpg,0,SD1.5,pool,005041077.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00072_4a4999dbe1608db4.jpg,0,SD1.5,pool,004938877.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00073_3ac3c69850853356.jpg,0,SD1.5,pool,003016899.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00074_fcdfb15aea0466db.jpg,0,SD1.5,pool,000446665.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00075_04e8237472aee394.jpg,0,SD1.5,pool,003743101.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00076_9154a51a95608963.jpg,0,SD1.5,pool,001480489.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00077_46d22c29b6563cb6.jpg,0,SD1.5,pool,000619597.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00078_2d953dba312cc092.jpg,0,SD1.5,pool,000937491.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00079_a35f1414f611ec96.jpg,0,SD1.5,pool,003164044.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00080_1b923c4164a2e459.jpg,0,SD1.5,pool,002139826.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00081_cfa775dbddfbbf4e.jpg,0,SD1.5,pool,003383834.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00082_50341877462255ab.jpg,0,SD1.5,pool,004947800.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00083_ba5831fa030e7df1.jpg,0,SD1.5,pool,004965210.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00084_cba84b4cf3b78403.jpg,0,SD1.5,pool,001797097.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00085_28760ea4a6e0b032.jpg,0,SD1.5,pool,000804796.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00086_a61958dcf5fe4e5c.jpg,0,SD1.5,pool,002465013.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00087_07925ea1e6e491a3.jpg,0,SD1.5,pool,001368674.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00088_b3ad04044168e319.jpg,0,SD1.5,pool,003034291.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00089_9bbb2237de64ba67.jpg,0,SD1.5,pool,004192125.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00090_7678a99d7025d593.jpg,0,SD1.5,pool,002867389.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00091_cc220866261bf297.jpg,0,SD1.5,pool,001928550.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00092_2ad39b6f699f0a68.jpg,0,SD1.5,pool,004373818.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00093_993ae8f6daafd2b1.jpg,0,SD1.5,pool,000431522.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00094_6a97bafdf7b7960d.jpg,0,SD1.5,pool,001710704.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00095_0fac2ea6416cb33f.jpg,0,SD1.5,pool,000592389.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00096_5de0a07e45aa2432.jpg,0,SD1.5,pool,001300360.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00097_1317cc27512e1435.jpg,0,SD1.5,pool,003297270.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00098_2668a20c5cd8711e.jpg,0,SD1.5,pool,000439260.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00099_eb382dfd7a76c2ee.jpg,0,SD1.5,pool,003551806.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00100_e1c590099aece162.jpg,0,SD1.5,pool,002930548.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00101_5f6ec4aa05afa1a7.jpg,0,SD1.5,pool,005024523.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00102_98b6fb07e7c0cfa9.jpg,0,SD1.5,pool,004116226.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00103_f70b33bfa829f949.jpg,0,SD1.5,pool,002244142.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00104_e24a6c36304f08e9.jpg,0,SD1.5,pool,003933829.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00105_8985735421a3e8b5.jpg,0,SD1.5,pool,004415507.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00106_e7c052dee71a7178.jpg,0,SD1.5,pool,001891163.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00107_e9871bc8589aa706.jpg,0,SD1.5,pool,000803094.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00108_dc45c1385bc21583.jpg,0,SD1.5,pool,003456319.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00109_51a9d95c0cbea82d.jpg,0,SD1.5,pool,002223894.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00110_12387a278d41d1c6.jpg,0,SD1.5,pool,002217439.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00111_7e82c99f644a66bd.jpg,0,SD1.5,pool,003485281.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00112_a60448e4bbd7ba5b.jpg,0,SD1.5,pool,001559258.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00113_b54d2efea2a836d2.jpg,0,SD1.5,pool,001082083.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00114_43a2102d6db1a133.jpg,0,SD1.5,pool,004896924.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00115_57882b5248c06fbb.jpg,0,SD1.5,pool,003790130.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00116_f5c846eb9807d86c.jpg,0,SD1.5,pool,002753784.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00117_297c7c83d7a29177.jpg,0,SD1.5,pool,003710244.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00118_e93b1581e151363e.jpg,0,SD1.5,pool,004762305.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00119_d9d343739763428d.jpg,0,SD1.5,pool,002351221.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00120_a9fdb7610c0cb847.jpg,0,SD1.5,pool,002549503.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00121_e0dd80881e4869f0.jpg,0,SD1.5,pool,004988266.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00122_baddeb37197de5e2.jpg,0,SD1.5,pool,001001321.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00123_f143067ef412fe66.jpg,0,SD1.5,pool,004060921.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00124_5aa9ecde40ed88ec.jpg,0,SD1.5,pool,000431492.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00125_fb320c9b83d8f074.jpg,0,SD1.5,pool,001065602.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00126_7fbca55968e8ca94.jpg,0,SD1.5,pool,005045221.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00127_64d8581e7875da7a.jpg,0,SD1.5,pool,001516068.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00128_236b53fe09ed2cfb.jpg,0,SD1.5,pool,000370277.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00129_ce4697ad89aea381.jpg,0,SD1.5,pool,000171577.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00130_a02030559231e9ad.jpg,0,SD1.5,pool,004867586.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00131_af32a384f7768d16.jpg,0,SD1.5,pool,001451694.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00132_3f12cf715abfb253.jpg,0,SD1.5,pool,002149290.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00133_1c2413108c9c1369.jpg,0,SD1.5,pool,000615509.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00134_19dcdd9d7a5c873b.jpg,0,SD1.5,pool,000580106.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00135_631a8b9aff26ce9e.jpg,0,SD1.5,pool,002963157.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00136_c246f779c8f92728.jpg,0,SD1.5,pool,002992611.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00137_00eb96fbeba778b1.jpg,0,SD1.5,pool,003292676.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00138_1c75b106f4184d8c.jpg,0,SD1.5,pool,004297184.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00139_128c9782c9a6782c.jpg,0,SD1.5,pool,003393893.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00140_48fca62e09af59e9.jpg,0,SD1.5,pool,001553407.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00141_80bb6d75b1d2ea2e.jpg,0,SD1.5,pool,002411146.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00142_0d457b02e632ba75.jpg,0,SD1.5,pool,003667562.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00143_ec0278c064975ec3.jpg,0,SD1.5,pool,003251516.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00144_d273a84f8cc16532.jpg,0,SD1.5,pool,000150638.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00145_170ad87af22cbaa8.jpg,0,SD1.5,pool,004653881.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00146_ffc7bf6e9b039f14.jpg,0,SD1.5,pool,000541089.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00147_d643e38a13a01129.jpg,0,SD1.5,pool,000412976.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00148_ecfa6df9de05864d.jpg,0,SD1.5,pool,003490544.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00149_9a2876b7f4695748.jpg,0,SD1.5,pool,002292534.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00150_5337226008dfea80.jpg,0,SD1.5,pool,003211423.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00151_741182dabbe72342.jpg,0,SD1.5,pool,005075113.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00152_a22e2cfe6d0809fb.jpg,0,SD1.5,pool,002466192.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00153_81a798291d608e1a.jpg,0,SD1.5,pool,001108526.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00154_8d6ac43f7a8ada60.jpg,0,SD1.5,pool,005152371.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00155_2f52db67f3acc337.jpg,0,SD1.5,pool,004448635.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00156_f09508d86ba2cc14.jpg,0,SD1.5,pool,000904740.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00157_045499780195c70e.jpg,0,SD1.5,pool,003529274.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00158_5a8440f38c070dc2.jpg,0,SD1.5,pool,003135836.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00159_c2b0704ef49304be.jpg,0,SD1.5,pool,002211511.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00160_f1e097a117e0d6c1.jpg,0,SD1.5,pool,003286659.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00161_6c42edff490b7c98.jpg,0,SD1.5,pool,001229853.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00162_cc7011bd64e928bb.jpg,0,SD1.5,pool,004307337.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00163_0373ecb10b8e4d31.jpg,0,SD1.5,pool,004867556.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00164_1fe8c83062251b8c.jpg,0,SD1.5,pool,003718981.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00165_a9a93abf5174d67d.jpg,0,SD1.5,pool,002240956.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00166_934540aba059393c.jpg,0,SD1.5,pool,002700491.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00167_83c8041bc092645a.jpg,0,SD1.5,pool,001812425.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00168_93d54ed8d1664184.jpg,0,SD1.5,pool,001582680.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00169_14bb678f6d95460e.jpg,0,SD1.5,pool,004590923.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00170_5bf78267977a83a1.jpg,0,SD1.5,pool,002122599.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00171_70d0576cfa0ac9f1.jpg,0,SD1.5,pool,003762753.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00172_c33b3cfe66003e4a.jpg,0,SD1.5,pool,000146697.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00173_a9c9cfc3efeb6f01.jpg,0,SD1.5,pool,005159006.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00174_eda3a5d2d07003d1.jpg,0,SD1.5,pool,002225181.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00175_3a978194a9f43ff3.jpg,0,SD1.5,pool,002369720.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00176_cc7b9941994173b5.jpg,0,SD1.5,pool,004456898.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00177_e8412611b122bf4c.jpg,0,SD1.5,pool,001937161.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00178_74d963c4a7b47a4b.jpg,0,SD1.5,pool,001175892.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00179_f282c383caee0a3f.jpg,0,SD1.5,pool,000200999.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00180_d6ef3e5bd9c5bb57.jpg,0,SD1.5,pool,000056350.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00181_280eda95b7736798.jpg,0,SD1.5,pool,004724369.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00182_1b4e553b0dc64612.jpg,0,SD1.5,pool,001276865.jpg
/home/yabin/projects/fsaid/data/work/opensdi_test_images/SD1.5/0_real/00183_824cd956981f5f7b.jpg,0,SD1.5,pool,000550556.jpg
